"style","artist","song","label","bpm_exact","preview_url","release_date","duration_sec","country","city","artist_bio","artist_genre","artist_profile_hint","source","youtube_track_url","soundcloud_track_url","bandcamp_track_url","bandcamp_track_id"
"ambient","A Winged Victory For The Sullen","Atomos VIII","ATOMOS","","https://cdnt-preview.dzcdn.net/api/1/1/0/9/c/0/09caa39d952e3693f6578176e38ff18c.mp3?hdnea=exp=1781302385~acl=/api/1/1/0/9/c/0/09caa39d952e3693f6578176e38ff18c.mp3*~data=user_id=0,application_id=42~hmac=bb9901acd5bfc66f4703ee248238eabef797eebad96f2a761b3e6df3ca6e233e","","314","International","","A Winged Victory For The Sullen aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=A%20Winged%20Victory%20For%20The%20Sullen%20Atomos%20VIII","","",""
"ambient","A Winged Victory For The Sullen","Only Strings And Their Supports Remain","Invisible Cities","","https://cdnt-preview.dzcdn.net/api/1/1/7/a/2/0/7a2478885b30275228112d7aec86b271.mp3?hdnea=exp=1781302385~acl=/api/1/1/7/a/2/0/7a2478885b30275228112d7aec86b271.mp3*~data=user_id=0,application_id=42~hmac=e5c0c71da4776bfa4e0b7611ca0b50775e027b484989cc970d210ac6e05c80b4","","223","International","","A Winged Victory For The Sullen aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=A%20Winged%20Victory%20For%20The%20Sullen%20Only%20Strings%20And%20Their%20Supports%20Remain","","",""
"ambient","A Winged Victory For The Sullen","The Dead Outnumber The Living","Invisible Cities","","https://cdnt-preview.dzcdn.net/api/1/1/6/5/5/0/655d987aaec34a7cbf5ed478d3b4389c.mp3?hdnea=exp=1781302385~acl=/api/1/1/6/5/5/0/655d987aaec34a7cbf5ed478d3b4389c.mp3*~data=user_id=0,application_id=42~hmac=7eb9c453379c41b4ddb64f9fe886fb7c64fbed1c923b5c708c2fdabc8ba59ef1","","162","International","","A Winged Victory For The Sullen aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=A%20Winged%20Victory%20For%20The%20Sullen%20The%20Dead%20Outnumber%20The%20Living","","",""
"ambient","Alva Noto","Monomom","Monomom","","https://cdnt-preview.dzcdn.net/api/1/1/1/c/9/0/1c99f551efb4a00c82a345ec168f1991.mp3?hdnea=exp=1781302406~acl=/api/1/1/1/c/9/0/1c99f551efb4a00c82a345ec168f1991.mp3*~data=user_id=0,application_id=42~hmac=fac095c4d6734bc763e99b7c46542f3c71c17101e7672f3a53771499d6b2e0d3","","332","International","","Alva Noto aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=Alva%20Noto%20Monomom","","",""
"ambient","Alva Noto","Morning","Insen (Remaster)","","https://cdnt-preview.dzcdn.net/api/1/1/9/2/9/0/9291892b939e10165403e119f7216ffc.mp3?hdnea=exp=1781302406~acl=/api/1/1/9/2/9/0/9291892b939e10165403e119f7216ffc.mp3*~data=user_id=0,application_id=42~hmac=66ba644259faa8df07061699929c8f609678ac559ddbfb45bd5a3f031cd84d40","","327","International","","Alva Noto aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=Alva%20Noto%20Morning","","",""
"ambient","Alva Noto","U_08-1","Unitxt","","https://cdnt-preview.dzcdn.net/api/1/1/4/7/4/0/4747a388fc4fde912616379e8301df15.mp3?hdnea=exp=1781302406~acl=/api/1/1/4/7/4/0/4747a388fc4fde912616379e8301df15.mp3*~data=user_id=0,application_id=42~hmac=ac67a41d114a22069e61ba05f63b4ca2caf8833a025b5fc6ddd4f63a4d65296e","","192","International","","Alva Noto aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=Alva%20Noto%20U_08-1","","",""
"ambient","Aphex Twin","Avril 14th","Drukqs","","https://cdnt-preview.dzcdn.net/api/1/1/1/4/4/0/1446ff7017c9e4e5a94dd8ce81592ea9.mp3?hdnea=exp=1781302402~acl=/api/1/1/1/4/4/0/1446ff7017c9e4e5a94dd8ce81592ea9.mp3*~data=user_id=0,application_id=42~hmac=b9b1ac1125beac46c5481cbe877f7dfde884dc182856796c0bbd5dfd5e23bf5c","","125","International","","Aphex Twin aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=Aphex%20Twin%20Avril%2014th","","",""
"ambient","Aphex Twin","Pulsewidth","Selected Ambient Works 85-92","","https://cdnt-preview.dzcdn.net/api/1/1/9/d/6/0/9d6b9b31392feebab41bb6a9cf8914f1.mp3?hdnea=exp=1781302402~acl=/api/1/1/9/d/6/0/9d6b9b31392feebab41bb6a9cf8914f1.mp3*~data=user_id=0,application_id=42~hmac=36d00416f4a25e65d8dc94b006129cf48cf5920d0919043cc565ad7f9d2138e4","","228","International","","Aphex Twin aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=Aphex%20Twin%20Pulsewidth","","",""
"ambient","Aphex Twin","Xtal","Selected Ambient Works 85-92","","https://cdnt-preview.dzcdn.net/api/1/1/c/3/9/0/c398bde119c130008657c90479476a5b.mp3?hdnea=exp=1781302402~acl=/api/1/1/c/3/9/0/c398bde119c130008657c90479476a5b.mp3*~data=user_id=0,application_id=42~hmac=178bfa0c9fd71fc5be92d73fd0626f88af78501c5bb02881c4d830ff09a818ca","","294","International","","Aphex Twin aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=Aphex%20Twin%20Xtal","","",""
"ambient","Ben Frost","Ein Mensch - Ein Schmetterling","Dark: Cycle 1 (Original Music From The Netflix Series)","","https://cdnt-preview.dzcdn.net/api/1/1/9/e/2/0/9e2ff57e5268a0258082f0653c81f44f.mp3?hdnea=exp=1781302413~acl=/api/1/1/9/e/2/0/9e2ff57e5268a0258082f0653c81f44f.mp3*~data=user_id=0,application_id=42~hmac=595512d50e76bd0df59e98a78069a9491e2bb516eb91750ac9e090dd42d7228d","","122","International","","Ben Frost aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","verified_deezer_expansion_v7_curated","https://www.youtube.com/results?search_query=Ben%20Frost%20Ein%20Mensch%20-%20Ein%20Schmetterling","","",""
