style,artist,country,city,artist_bio,artist_genre,artist_profile_hint,source
"psytrance","Ajja","International","","Ajja entra na expansao v5 para ampliar diversidade real em psytrance e ajudar o app a evitar repeticao de artista.","psytrance","Seed v5 de diversidade para psytrance; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"forest_psy","Loke","International","","Loke entra na expansao v5 para ampliar diversidade real em forest psy e ajudar o app a evitar repeticao de artista.","forest psy","Seed v5 de diversidade para forest psy; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"dark_psy","Quasar","International","","Quasar entra na expansao v5 para ampliar diversidade real em dark psy e ajudar o app a evitar repeticao de artista.","dark psy","Seed v5 de diversidade para dark psy; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"dark_experimental","Penta","International","","Penta entra na expansao v5 para ampliar diversidade real em dark experimental e ajudar o app a evitar repeticao de artista.","dark experimental","Seed v5 de diversidade para dark experimental; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"psycore","Silent Enemy","International","","Silent Enemy entra na expansao v5 para ampliar diversidade real em psycore e ajudar o app a evitar repeticao de artista.","psycore","Seed v5 de diversidade para psycore; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"freeform","Ocelot","International","","Ocelot entra na expansao v5 para ampliar diversidade real em freeform e ajudar o app a evitar repeticao de artista.","freeform","Seed v5 de diversidade para freeform; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"full_on","Cosmosis","International","","Cosmosis entra na expansao v5 para ampliar diversidade real em full on e ajudar o app a evitar repeticao de artista.","full on","Seed v5 de diversidade para full on; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"full_on_night","Shift","International","","Shift entra na expansao v5 para ampliar diversidade real em full on night e ajudar o app a evitar repeticao de artista.","full on night","Seed v5 de diversidade para full on night; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"full_on_morning","Ananda Shake","International","","Ananda Shake entra na expansao v5 para ampliar diversidade real em full on morning e ajudar o app a evitar repeticao de artista.","full on morning","Seed v5 de diversidade para full on morning; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"progressive_psy","Day Din","International","","Day Din entra na expansao v5 para ampliar diversidade real em progressive psy e ajudar o app a evitar repeticao de artista.","progressive psy","Seed v5 de diversidade para progressive psy; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"hi_tech","Yaminahua","International","","Yaminahua entra na expansao v5 para ampliar diversidade real em hi tech e ajudar o app a evitar repeticao de artista.","hi tech","Seed v5 de diversidade para hi tech; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"dark_progressive","Shadow FX","International","","Shadow FX entra na expansao v5 para ampliar diversidade real em dark progressive e ajudar o app a evitar repeticao de artista.","dark progressive","Seed v5 de diversidade para dark progressive; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"goa_trance","Man With No Name","International","","Man With No Name entra na expansao v5 para ampliar diversidade real em goa trance e ajudar o app a evitar repeticao de artista.","goa trance","Seed v5 de diversidade para goa trance; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"psy_comercial","Capital Monkey","International","","Capital Monkey entra na expansao v5 para ampliar diversidade real em psy comercial e ajudar o app a evitar repeticao de artista.","psy comercial","Seed v5 de diversidade para psy comercial; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"trance_uplifting","Standerwick","International","","Standerwick entra na expansao v5 para ampliar diversidade real em trance uplifting e ajudar o app a evitar repeticao de artista.","trance uplifting","Seed v5 de diversidade para trance uplifting; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"techno","Developer","International","","Developer entra na expansao v5 para ampliar diversidade real em techno e ajudar o app a evitar repeticao de artista.","techno","Seed v5 de diversidade para techno; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"acid_techno","Luke Vibert","International","","Luke Vibert entra na expansao v5 para ampliar diversidade real em acid techno e ajudar o app a evitar repeticao de artista.","acid techno","Seed v5 de diversidade para acid techno; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"hard_techno","Azyr","International","","Azyr entra na expansao v5 para ampliar diversidade real em hard techno e ajudar o app a evitar repeticao de artista.","hard techno","Seed v5 de diversidade para hard techno; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"minimal_techno","Sutekh","International","","Sutekh entra na expansao v5 para ampliar diversidade real em minimal techno e ajudar o app a evitar repeticao de artista.","minimal techno","Seed v5 de diversidade para minimal techno; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"melodic_techno","Fideles","International","","Fideles entra na expansao v5 para ampliar diversidade real em melodic techno e ajudar o app a evitar repeticao de artista.","melodic techno","Seed v5 de diversidade para melodic techno; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"industrial_techno","Ontal","International","","Ontal entra na expansao v5 para ampliar diversidade real em industrial techno e ajudar o app a evitar repeticao de artista.","industrial techno","Seed v5 de diversidade para industrial techno; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"peak_time_techno","Sam Paganini","International","","Sam Paganini entra na expansao v5 para ampliar diversidade real em peak time techno e ajudar o app a evitar repeticao de artista.","peak time techno","Seed v5 de diversidade para peak time techno; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
"house","Tony Humphries","International","","Tony Humphries entra na expansao v5 para ampliar diversidade real em house e ajudar o app a evitar repeticao de artista.","house","Seed v5 de diversidade para house; usado como ponto de partida para busca dinamica de faixas.","artist_expansion_v5"
