style,artist,country,city,artist_bio,artist_genre,artist_profile_hint,source
"psytrance","Imaginarium","International","","Imaginarium entra no pacote maximo de expansao para psytrance, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psytrance","Expansao v6: seed de artista para descoberta dinamica em psytrance; nao cria faixa falsa.","artist_expansion_v6_max"
"psytrance","Djantrix","International","","Djantrix entra no pacote maximo de expansao para psytrance, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psytrance","Expansao v6: seed de artista para descoberta dinamica em psytrance; nao cria faixa falsa.","artist_expansion_v6_max"
"psytrance","Out Of Orbit","International","","Out Of Orbit entra no pacote maximo de expansao para psytrance, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psytrance","Expansao v6: seed de artista para descoberta dinamica em psytrance; nao cria faixa falsa.","artist_expansion_v6_max"
"psytrance","Gorovich","International","","Gorovich entra no pacote maximo de expansao para psytrance, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psytrance","Expansao v6: seed de artista para descoberta dinamica em psytrance; nao cria faixa falsa.","artist_expansion_v6_max"
"psytrance","Sonic Wave Control","International","","Sonic Wave Control entra no pacote maximo de expansao para psytrance, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psytrance","Expansao v6: seed de artista para descoberta dinamica em psytrance; nao cria faixa falsa.","artist_expansion_v6_max"
"psytrance","Martian Arts","International","","Martian Arts entra no pacote maximo de expansao para psytrance, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psytrance","Expansao v6: seed de artista para descoberta dinamica em psytrance; nao cria faixa falsa.","artist_expansion_v6_max"
"psytrance","Etnica","International","","Etnica entra no pacote maximo de expansao para psytrance, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psytrance","Expansao v6: seed de artista para descoberta dinamica em psytrance; nao cria faixa falsa.","artist_expansion_v6_max"
"forest_psy","Krapul","International","","Krapul entra no pacote maximo de expansao para forest psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","forest psy","Expansao v6: seed de artista para descoberta dinamica em forest psy; nao cria faixa falsa.","artist_expansion_v6_max"
"forest_psy","Archaic","International","","Archaic entra no pacote maximo de expansao para forest psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","forest psy","Expansao v6: seed de artista para descoberta dinamica em forest psy; nao cria faixa falsa.","artist_expansion_v6_max"
"forest_psy","Aardvarkk","International","","Aardvarkk entra no pacote maximo de expansao para forest psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","forest psy","Expansao v6: seed de artista para descoberta dinamica em forest psy; nao cria faixa falsa.","artist_expansion_v6_max"
"forest_psy","Jikkenteki","International","","Jikkenteki entra no pacote maximo de expansao para forest psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","forest psy","Expansao v6: seed de artista para descoberta dinamica em forest psy; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_psy","Baphomet Engine","International","","Baphomet Engine entra no pacote maximo de expansao para dark psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark psy","Expansao v6: seed de artista para descoberta dinamica em dark psy; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_psy","N.O.M","International","","N.O.M entra no pacote maximo de expansao para dark psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark psy","Expansao v6: seed de artista para descoberta dinamica em dark psy; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_psy","Primordial Ooze","International","","Primordial Ooze entra no pacote maximo de expansao para dark psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark psy","Expansao v6: seed de artista para descoberta dinamica em dark psy; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_psy","Gidra","International","","Gidra entra no pacote maximo de expansao para dark psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark psy","Expansao v6: seed de artista para descoberta dinamica em dark psy; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_psy","Abrahadabra","International","","Abrahadabra entra no pacote maximo de expansao para dark psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark psy","Expansao v6: seed de artista para descoberta dinamica em dark psy; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_psy","Kerosene Club","International","","Kerosene Club entra no pacote maximo de expansao para dark psy, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark psy","Expansao v6: seed de artista para descoberta dinamica em dark psy; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_experimental","Cybernetika","International","","Cybernetika entra no pacote maximo de expansao para dark experimental, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark experimental","Expansao v6: seed de artista para descoberta dinamica em dark experimental; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_experimental","Synthetik Chaos","International","","Synthetik Chaos entra no pacote maximo de expansao para dark experimental, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark experimental","Expansao v6: seed de artista para descoberta dinamica em dark experimental; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_experimental","Samadhi","International","","Samadhi entra no pacote maximo de expansao para dark experimental, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark experimental","Expansao v6: seed de artista para descoberta dinamica em dark experimental; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_experimental","Ikpeng","International","","Ikpeng entra no pacote maximo de expansao para dark experimental, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark experimental","Expansao v6: seed de artista para descoberta dinamica em dark experimental; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_experimental","Nabi Records","International","","Nabi Records entra no pacote maximo de expansao para dark experimental, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark experimental","Expansao v6: seed de artista para descoberta dinamica em dark experimental; nao cria faixa falsa.","artist_expansion_v6_max"
"dark_experimental","Muscaria","International","","Muscaria entra no pacote maximo de expansao para dark experimental, ampliando diversidade e diminuindo repeticao nas recomendacoes.","dark experimental","Expansao v6: seed de artista para descoberta dinamica em dark experimental; nao cria faixa falsa.","artist_expansion_v6_max"
"psycore","Sick Noise","International","","Sick Noise entra no pacote maximo de expansao para psycore, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psycore","Expansao v6: seed de artista para descoberta dinamica em psycore; nao cria faixa falsa.","artist_expansion_v6_max"
"psycore","Klapso","International","","Klapso entra no pacote maximo de expansao para psycore, ampliando diversidade e diminuindo repeticao nas recomendacoes.","psycore","Expansao v6: seed de artista para descoberta dinamica em psycore; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","James Reipas","International","","James Reipas entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Troll Scientists","International","","Troll Scientists entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Pelinpala","International","","Pelinpala entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Outolintu","International","","Outolintu entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Yog-Sothoth","International","","Yog-Sothoth entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Igor Swamp","International","","Igor Swamp entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Flying Scorpions","International","","Flying Scorpions entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Alrune","International","","Alrune entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"freeform","Shiwa 2000","International","","Shiwa 2000 entra no pacote maximo de expansao para freeform, ampliando diversidade e diminuindo repeticao nas recomendacoes.","freeform","Expansao v6: seed de artista para descoberta dinamica em freeform; nao cria faixa falsa.","artist_expansion_v6_max"
"full_on","Safi Connection","International","","Safi Connection entra no pacote maximo de expansao para full on, ampliando diversidade e diminuindo repeticao nas recomendacoes.","full on","Expansao v6: seed de artista para descoberta dinamica em full on; nao cria faixa falsa.","artist_expansion_v6_max"
