style,artist,song,label,bpm_exact,country,city,artist_bio,artist_genre,artist_profile_hint,source
"psytrance","Mad Tribe","","Psychedelic discovery pack 1","145","International","","Mad Tribe entra no pacote de expansao psytrance: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psytrance","Seed v3 para ampliar descoberta em psytrance; BPM guia 145 e label editorial Psychedelic discovery pack 1.","artist_expansion_v3"
"psytrance","Earthling","","Psychedelic discovery pack 2","145","International","","Earthling entra no pacote de expansao psytrance: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psytrance","Seed v3 para ampliar descoberta em psytrance; BPM guia 145 e label editorial Psychedelic discovery pack 2.","artist_expansion_v3"
"psytrance","Laughing Buddha","","Psychedelic discovery pack 3","145","International","","Laughing Buddha entra no pacote de expansao psytrance: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psytrance","Seed v3 para ampliar descoberta em psytrance; BPM guia 145 e label editorial Psychedelic discovery pack 3.","artist_expansion_v3"
"psytrance","Outsiders","","Psychedelic discovery pack 4","145","International","","Outsiders entra no pacote de expansao psytrance: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psytrance","Seed v3 para ampliar descoberta em psytrance; BPM guia 145 e label editorial Psychedelic discovery pack 4.","artist_expansion_v3"
"psytrance","Electric Universe","","Psychedelic discovery pack 5","145","International","","Electric Universe entra no pacote de expansao psytrance: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psytrance","Seed v3 para ampliar descoberta em psytrance; BPM guia 145 e label editorial Psychedelic discovery pack 5.","artist_expansion_v3"
"psytrance","Talamasca","","Psychedelic discovery pack 6","145","International","","Talamasca entra no pacote de expansao psytrance: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psytrance","Seed v3 para ampliar descoberta em psytrance; BPM guia 145 e label editorial Psychedelic discovery pack 6.","artist_expansion_v3"
"psytrance","Tristan","","Psychedelic discovery pack 7","145","International","","Tristan entra no pacote de expansao psytrance: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psytrance","Seed v3 para ampliar descoberta em psytrance; BPM guia 145 e label editorial Psychedelic discovery pack 7.","artist_expansion_v3"
"forest_psy","Arjuna","","Forest discovery pack 1","149","International","","Arjuna entra no pacote de expansao forest psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","forest psy","Seed v3 para ampliar descoberta em forest psy; BPM guia 149 e label editorial Forest discovery pack 1.","artist_expansion_v3"
"forest_psy","Farebi Jalebi","","Forest discovery pack 2","149","International","","Farebi Jalebi entra no pacote de expansao forest psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","forest psy","Seed v3 para ampliar descoberta em forest psy; BPM guia 149 e label editorial Forest discovery pack 2.","artist_expansion_v3"
"forest_psy","Southwild","","Forest discovery pack 3","149","International","","Southwild entra no pacote de expansao forest psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","forest psy","Seed v3 para ampliar descoberta em forest psy; BPM guia 149 e label editorial Forest discovery pack 3.","artist_expansion_v3"
"forest_psy","Onkel Dunkel","","Forest discovery pack 4","149","International","","Onkel Dunkel entra no pacote de expansao forest psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","forest psy","Seed v3 para ampliar descoberta em forest psy; BPM guia 149 e label editorial Forest discovery pack 4.","artist_expansion_v3"
"forest_psy","Nargun","","Forest discovery pack 5","149","International","","Nargun entra no pacote de expansao forest psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","forest psy","Seed v3 para ampliar descoberta em forest psy; BPM guia 149 e label editorial Forest discovery pack 5.","artist_expansion_v3"
"forest_psy","Tengri","","Forest discovery pack 6","149","International","","Tengri entra no pacote de expansao forest psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","forest psy","Seed v3 para ampliar descoberta em forest psy; BPM guia 149 e label editorial Forest discovery pack 6.","artist_expansion_v3"
"forest_psy","Jangaramongara","","Forest discovery pack 7","149","International","","Jangaramongara entra no pacote de expansao forest psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","forest psy","Seed v3 para ampliar descoberta em forest psy; BPM guia 149 e label editorial Forest discovery pack 7.","artist_expansion_v3"
"dark_psy","Derango","","Dark psy discovery pack 1","158","International","","Derango entra no pacote de expansao dark psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark psy","Seed v3 para ampliar descoberta em dark psy; BPM guia 158 e label editorial Dark psy discovery pack 1.","artist_expansion_v3"
"dark_psy","Psykovsky","","Dark psy discovery pack 2","158","International","","Psykovsky entra no pacote de expansao dark psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark psy","Seed v3 para ampliar descoberta em dark psy; BPM guia 158 e label editorial Dark psy discovery pack 2.","artist_expansion_v3"
"dark_psy","Para Halu","","Dark psy discovery pack 3","158","International","","Para Halu entra no pacote de expansao dark psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark psy","Seed v3 para ampliar descoberta em dark psy; BPM guia 158 e label editorial Dark psy discovery pack 3.","artist_expansion_v3"
"dark_psy","Digital Talk","","Dark psy discovery pack 4","158","International","","Digital Talk entra no pacote de expansao dark psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark psy","Seed v3 para ampliar descoberta em dark psy; BPM guia 158 e label editorial Dark psy discovery pack 4.","artist_expansion_v3"
"dark_psy","Jelly Headz","","Dark psy discovery pack 5","158","International","","Jelly Headz entra no pacote de expansao dark psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark psy","Seed v3 para ampliar descoberta em dark psy; BPM guia 158 e label editorial Dark psy discovery pack 5.","artist_expansion_v3"
"dark_psy","Blisargon Demogorgon","","Dark psy discovery pack 6","158","International","","Blisargon Demogorgon entra no pacote de expansao dark psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark psy","Seed v3 para ampliar descoberta em dark psy; BPM guia 158 e label editorial Dark psy discovery pack 6.","artist_expansion_v3"
"dark_psy","Atriohm","","Dark psy discovery pack 7","158","International","","Atriohm entra no pacote de expansao dark psy: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark psy","Seed v3 para ampliar descoberta em dark psy; BPM guia 158 e label editorial Dark psy discovery pack 7.","artist_expansion_v3"
"dark_experimental","Parus","","Dark experimental discovery pack 1","180","International","","Parus entra no pacote de expansao dark experimental: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark experimental","Seed v3 para ampliar descoberta em dark experimental; BPM guia 180 e label editorial Dark experimental discovery pack 1.","artist_expansion_v3"
"dark_experimental","Osom","","Dark experimental discovery pack 2","180","International","","Osom entra no pacote de expansao dark experimental: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark experimental","Seed v3 para ampliar descoberta em dark experimental; BPM guia 180 e label editorial Dark experimental discovery pack 2.","artist_expansion_v3"
"dark_experimental","Enichkin","","Dark experimental discovery pack 3","180","International","","Enichkin entra no pacote de expansao dark experimental: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark experimental","Seed v3 para ampliar descoberta em dark experimental; BPM guia 180 e label editorial Dark experimental discovery pack 3.","artist_expansion_v3"
"dark_experimental","Karash","","Dark experimental discovery pack 4","180","International","","Karash entra no pacote de expansao dark experimental: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark experimental","Seed v3 para ampliar descoberta em dark experimental; BPM guia 180 e label editorial Dark experimental discovery pack 4.","artist_expansion_v3"
"dark_experimental","Polyphonia","","Dark experimental discovery pack 5","180","International","","Polyphonia entra no pacote de expansao dark experimental: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark experimental","Seed v3 para ampliar descoberta em dark experimental; BPM guia 180 e label editorial Dark experimental discovery pack 5.","artist_expansion_v3"
"dark_experimental","Silent Horror","","Dark experimental discovery pack 6","180","International","","Silent Horror entra no pacote de expansao dark experimental: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark experimental","Seed v3 para ampliar descoberta em dark experimental; BPM guia 180 e label editorial Dark experimental discovery pack 6.","artist_expansion_v3"
"dark_experimental","Kasatka","","Dark experimental discovery pack 7","180","International","","Kasatka entra no pacote de expansao dark experimental: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","dark experimental","Seed v3 para ampliar descoberta em dark experimental; BPM guia 180 e label editorial Dark experimental discovery pack 7.","artist_expansion_v3"
"psycore","Will O Wisp","","Psycore discovery pack 1","210","International","","Will O Wisp entra no pacote de expansao psycore: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psycore","Seed v3 para ampliar descoberta em psycore; BPM guia 210 e label editorial Psycore discovery pack 1.","artist_expansion_v3"
"psycore","Cosmo","","Psycore discovery pack 2","210","International","","Cosmo entra no pacote de expansao psycore: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psycore","Seed v3 para ampliar descoberta em psycore; BPM guia 210 e label editorial Psycore discovery pack 2.","artist_expansion_v3"
"psycore","JunxPunx","","Psycore discovery pack 3","210","International","","JunxPunx entra no pacote de expansao psycore: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psycore","Seed v3 para ampliar descoberta em psycore; BPM guia 210 e label editorial Psycore discovery pack 3.","artist_expansion_v3"
"psycore","Polykaos","","Psycore discovery pack 4","210","International","","Polykaos entra no pacote de expansao psycore: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psycore","Seed v3 para ampliar descoberta em psycore; BPM guia 210 e label editorial Psycore discovery pack 4.","artist_expansion_v3"
"psycore","Varazslo","","Psycore discovery pack 5","210","International","","Varazslo entra no pacote de expansao psycore: mais um ponto de partida para o app buscar faixas, contexto e recomendacoes dentro do subgenero certo.","psycore","Seed v3 para ampliar descoberta em psycore; BPM guia 210 e label editorial Psycore discovery pack 5.","artist_expansion_v3"
