"style","artist","song","label","bpm_exact","bpm_text","release_date","duration_sec","country","city","source_album","source_url","track_url","external_track_id","source_type","source_tags","artist_bio","artist_profile_hint","primary_social_url","social_discovery_links","label_links","status","confidence","source_note"
"psycore","KOSMIC MANTRA","Blind Gods","Voodoo Hoodoo Records","190","190 BPM in title/source","2026-03-11","452","International","","BLIND GODS [2026]","https://voodoo-hoodoo.bandcamp.com/album/blind-gods-2026","https://voodoo-hoodoo.bandcamp.com/track/blind-gods-190","bc:33294749","bandcamp_jsonld","psycore;hitech-psytrance;darkpsy;hi-core;190bpm_200bpm","KOSMIC MANTRA works a hi-core psycore lane with high-octane 190-200 BPM pressure and ritualistic darkpsy textures.","Use KOSMIC MANTRA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=KOSMIC%20MANTRA;https://soundcloud.com/search?q=KOSMIC%20MANTRA;https://www.youtube.com/results?search_query=KOSMIC%20MANTRA%20psycore;https://www.google.com/search?q=KOSMIC%20MANTRA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp description frames the release as Hi-CORE, with 190 and 200 BPM tracks and psycore tags."
"psycore","KOSMIC MANTRA","Malebolgia","Voodoo Hoodoo Records","200","200 BPM in title/source","2026-03-11","610","International","","BLIND GODS [2026]","https://voodoo-hoodoo.bandcamp.com/album/blind-gods-2026","https://voodoo-hoodoo.bandcamp.com/track/malebolgia-200","bc:1327799173","bandcamp_jsonld","psycore;hitech-psytrance;darkpsy;hi-core;190bpm_200bpm","KOSMIC MANTRA works a hi-core psycore lane with high-octane 190-200 BPM pressure and ritualistic darkpsy textures.","Use KOSMIC MANTRA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=KOSMIC%20MANTRA;https://soundcloud.com/search?q=KOSMIC%20MANTRA;https://www.youtube.com/results?search_query=KOSMIC%20MANTRA%20psycore;https://www.google.com/search?q=KOSMIC%20MANTRA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp description frames the release as Hi-CORE, with 190 and 200 BPM tracks and psycore tags."
"psycore","KOSMIC MANTRA","Spiral Vortex","Voodoo Hoodoo Records","190","190 BPM in title/source","2026-03-11","304","International","","BLIND GODS [2026]","https://voodoo-hoodoo.bandcamp.com/album/blind-gods-2026","https://voodoo-hoodoo.bandcamp.com/track/spiral-vortex-190-2","bc:1755512886","bandcamp_jsonld","psycore;hitech-psytrance;darkpsy;hi-core;190bpm_200bpm","KOSMIC MANTRA works a hi-core psycore lane with high-octane 190-200 BPM pressure and ritualistic darkpsy textures.","Use KOSMIC MANTRA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=KOSMIC%20MANTRA;https://soundcloud.com/search?q=KOSMIC%20MANTRA;https://www.youtube.com/results?search_query=KOSMIC%20MANTRA%20psycore;https://www.google.com/search?q=KOSMIC%20MANTRA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp description frames the release as Hi-CORE, with 190 and 200 BPM tracks and psycore tags."
"psycore","KOSMIC MANTRA","Voodoo Toys","Voodoo Hoodoo Records","200","200 BPM in title/source","2026-03-11","547","International","","BLIND GODS [2026]","https://voodoo-hoodoo.bandcamp.com/album/blind-gods-2026","https://voodoo-hoodoo.bandcamp.com/track/voodoo-toys-200","bc:3014095551","bandcamp_jsonld","psycore;hitech-psytrance;darkpsy;hi-core;190bpm_200bpm","KOSMIC MANTRA works a hi-core psycore lane with high-octane 190-200 BPM pressure and ritualistic darkpsy textures.","Use KOSMIC MANTRA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=KOSMIC%20MANTRA;https://soundcloud.com/search?q=KOSMIC%20MANTRA;https://www.youtube.com/results?search_query=KOSMIC%20MANTRA%20psycore;https://www.google.com/search?q=KOSMIC%20MANTRA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp description frames the release as Hi-CORE, with 190 and 200 BPM tracks and psycore tags."
"psycore","KOSMIC MANTRA","Yamath","Voodoo Hoodoo Records","190","190 BPM in title/source","2026-03-11","524","International","","BLIND GODS [2026]","https://voodoo-hoodoo.bandcamp.com/album/blind-gods-2026","https://voodoo-hoodoo.bandcamp.com/track/yamath-190-2","bc:3886563715","bandcamp_jsonld","psycore;hitech-psytrance;darkpsy;hi-core;190bpm_200bpm","KOSMIC MANTRA works a hi-core psycore lane with high-octane 190-200 BPM pressure and ritualistic darkpsy textures.","Use KOSMIC MANTRA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=KOSMIC%20MANTRA;https://soundcloud.com/search?q=KOSMIC%20MANTRA;https://www.youtube.com/results?search_query=KOSMIC%20MANTRA%20psycore;https://www.google.com/search?q=KOSMIC%20MANTRA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp description frames the release as Hi-CORE, with 190 and 200 BPM tracks and psycore tags."
"psycore","Oroboro","Motm X Xibalba X Psycore Edition Full Set Recording","soundcloud.com","220","220 BPM from codex_dataset_pack_v14","2026-02-23","","Germany","","codex_dataset_pack_v14","https://soundcloud.com/ooroboroo/motm-x-xibalba-x-psycore-edition-full-set-recording","https://soundcloud.com/ooroboroo/motm-x-xibalba-x-psycore-edition-full-set-recording","codex_dataset_pack_v14:oroboro:motm x xibalba x psycore edition full set recording","local_verified_seed","psycore;darkpsy;classic_anchor;codex_dataset_pack_v14","Oroboro is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","Use Oroboro para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","","https://bandcamp.com/search?q=Oroboro;https://soundcloud.com/search?q=Oroboro;https://www.youtube.com/results?search_query=Oroboro%20psycore;https://www.google.com/search?q=Oroboro%20official%20instagram%20soundcloud%20bandcamp","","published","medium_high","Imported from codex_dataset_pack_v14; public search or direct URL retained for manual verification."
"psycore","VERSALLI","Consciencia do Micelio","Voodoo Hoodoo Records","150","150 BPM in title/source","2026-03-30","426","Brazil","","FORCA DA FLORESTA [2026]","https://voodoo-hoodoo.bandcamp.com/album/forca-da-floresta-2026","https://voodoo-hoodoo.bandcamp.com/track/conscie-ncia-do-mice-lio-150","bc:1880319541","bandcamp_jsonld","psycore;darkpsy;forest-psytrance;hitech-psytrance;bpm_in_title;brazil","Brazilian project focused on technological darkpsy with organic forest atmosphere, suspenseful psychedelia, and nature driven concepts.","Use VERSALLI para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=VERSALLI;https://soundcloud.com/search?q=VERSALLI;https://www.youtube.com/results?search_query=VERSALLI%20psycore;https://www.google.com/search?q=VERSALLI%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD and description identify a Brazilian producer and an organic forest plus darkpsy concept."
"psycore","VERSALLI","Das Profundezas da Mata","Voodoo Hoodoo Records","157","157 BPM in title/source","2026-03-30","489","Brazil","","FORCA DA FLORESTA [2026]","https://voodoo-hoodoo.bandcamp.com/album/forca-da-floresta-2026","https://voodoo-hoodoo.bandcamp.com/track/das-profundezas-da-mata-157","bc:1976603344","bandcamp_jsonld","psycore;darkpsy;forest-psytrance;hitech-psytrance;bpm_in_title;brazil","Brazilian project focused on technological darkpsy with organic forest atmosphere, suspenseful psychedelia, and nature driven concepts.","Use VERSALLI para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=VERSALLI;https://soundcloud.com/search?q=VERSALLI;https://www.youtube.com/results?search_query=VERSALLI%20psycore;https://www.google.com/search?q=VERSALLI%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD and description identify a Brazilian producer and an organic forest plus darkpsy concept."
"psycore","VERSALLI","Entidades Noturnas","Voodoo Hoodoo Records","168","168 BPM in title/source","2026-03-30","439","Brazil","","FORCA DA FLORESTA [2026]","https://voodoo-hoodoo.bandcamp.com/album/forca-da-floresta-2026","https://voodoo-hoodoo.bandcamp.com/track/entidades-noturnas-168","bc:1540754311","bandcamp_jsonld","psycore;darkpsy;forest-psytrance;hitech-psytrance;bpm_in_title;brazil","Brazilian project focused on technological darkpsy with organic forest atmosphere, suspenseful psychedelia, and nature driven concepts.","Use VERSALLI para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=VERSALLI;https://soundcloud.com/search?q=VERSALLI;https://www.youtube.com/results?search_query=VERSALLI%20psycore;https://www.google.com/search?q=VERSALLI%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD and description identify a Brazilian producer and an organic forest plus darkpsy concept."
"psycore","SUTUON","Ancient Indian Clock","Voodoo Hoodoo Records","200","200 BPM in title/source","2026-03-22","655","International","","MEDICINE FREQUENCIES [2026]","https://voodoo-hoodoo.bandcamp.com/album/medicine-frequencies-2026","https://voodoo-hoodoo.bandcamp.com/track/ancient-indian-clock-200","bc:180493066","bandcamp_jsonld","psycore;hitech;hitech-psytrance;darkpsy;200bpm_plus;voodoo-hoodoo","SUTUON channels hi-tech psycore pressure above 199 BPM, linking ritualistic sound design with futuristic glitch textures.","Use SUTUON para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=SUTUON;https://soundcloud.com/search?q=SUTUON;https://www.youtube.com/results?search_query=SUTUON%20psycore;https://www.google.com/search?q=SUTUON%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes a 2026 SUTUON release tagged psycore and hitech with 199-200 BPM titles."
"psycore","SUTUON","Behind the Universe","Voodoo Hoodoo Records","200","200 BPM in title/source","2026-03-22","452","International","","MEDICINE FREQUENCIES [2026]","https://voodoo-hoodoo.bandcamp.com/album/medicine-frequencies-2026","https://voodoo-hoodoo.bandcamp.com/track/behind-the-universe-200","bc:1300558560","bandcamp_jsonld","psycore;hitech;hitech-psytrance;darkpsy;200bpm_plus;voodoo-hoodoo","SUTUON channels hi-tech psycore pressure above 199 BPM, linking ritualistic sound design with futuristic glitch textures.","Use SUTUON para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=SUTUON;https://soundcloud.com/search?q=SUTUON;https://www.youtube.com/results?search_query=SUTUON%20psycore;https://www.google.com/search?q=SUTUON%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes a 2026 SUTUON release tagged psycore and hitech with 199-200 BPM titles."
"psycore","SUTUON","Medicine Frequencies","Voodoo Hoodoo Records","199","199 BPM in title/source","2026-03-22","452","International","","MEDICINE FREQUENCIES [2026]","https://voodoo-hoodoo.bandcamp.com/album/medicine-frequencies-2026","https://voodoo-hoodoo.bandcamp.com/track/medicine-frequencies-199","bc:2349430728","bandcamp_jsonld","psycore;hitech;hitech-psytrance;darkpsy;200bpm_plus;voodoo-hoodoo","SUTUON channels hi-tech psycore pressure above 199 BPM, linking ritualistic sound design with futuristic glitch textures.","Use SUTUON para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=SUTUON;https://soundcloud.com/search?q=SUTUON;https://www.youtube.com/results?search_query=SUTUON%20psycore;https://www.google.com/search?q=SUTUON%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes a 2026 SUTUON release tagged psycore and hitech with 199-200 BPM titles."
"psycore","SUTUON","The Last Maya Survivor","Voodoo Hoodoo Records","200","200 BPM in title/source","2026-03-22","589","International","","MEDICINE FREQUENCIES [2026]","https://voodoo-hoodoo.bandcamp.com/album/medicine-frequencies-2026","https://voodoo-hoodoo.bandcamp.com/track/the-last-maya-survivor","bc:3315618093","bandcamp_jsonld","psycore;hitech;hitech-psytrance;darkpsy;200bpm_plus;voodoo-hoodoo","SUTUON channels hi-tech psycore pressure above 199 BPM, linking ritualistic sound design with futuristic glitch textures.","Use SUTUON para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=SUTUON;https://soundcloud.com/search?q=SUTUON;https://www.youtube.com/results?search_query=SUTUON%20psycore;https://www.google.com/search?q=SUTUON%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes a 2026 SUTUON release tagged psycore and hitech with 199-200 BPM titles."
"psycore","SUTUON","What We Are, We Become","Voodoo Hoodoo Records","200","200 BPM in title/source","2026-03-22","485","International","","MEDICINE FREQUENCIES [2026]","https://voodoo-hoodoo.bandcamp.com/album/medicine-frequencies-2026","https://voodoo-hoodoo.bandcamp.com/track/what-we-are-we-become-200","bc:244469678","bandcamp_jsonld","psycore;hitech;hitech-psytrance;darkpsy;200bpm_plus;voodoo-hoodoo","SUTUON channels hi-tech psycore pressure above 199 BPM, linking ritualistic sound design with futuristic glitch textures.","Use SUTUON para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=SUTUON;https://soundcloud.com/search?q=SUTUON;https://www.youtube.com/results?search_query=SUTUON%20psycore;https://www.google.com/search?q=SUTUON%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes a 2026 SUTUON release tagged psycore and hitech with 199-200 BPM titles."
"psycore","Hyperekplexia","Rotting in Hell","Naturaiz Records","168","168 BPM in title","2023-01-18","352","Brazil","Sao Paulo","Naturaiz Records Vol.1","https://naturaizrecords.bandcamp.com/album/natura-z-records-vol-1","https://naturaizrecords.bandcamp.com/track/hyperekplexia-rotting-in-hell-168bpm","bc:344568444","bandcamp_jsonld_missing_track","psycore;darkpsy;experimental;forest;hitech;brazil;bpm_in_title","Hyperekplexia is part of the Naturaiz Records Brazilian high BPM catalog, anchored in darkpsy, forest, hitech, and psycore tags.","Use Hyperekplexia para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://www.instagram.com/naturaiz.records/","https://bandcamp.com/search?q=Hyperekplexia;https://soundcloud.com/search?q=Hyperekplexia;https://www.youtube.com/results?search_query=Hyperekplexia%20psycore;https://www.google.com/search?q=Hyperekplexia%20official%20instagram%20soundcloud%20bandcamp","https://naturaizrecords.bandcamp.com;https://www.instagram.com/naturaiz.records/;https://soundcloud.com/naturaizrecords","published","high","V2 imported tracks 3-10 from this album; this V4 adds the two missing openers from the same live Bandcamp source."
"psycore","Init Preset & Rizomorf","Panic Room","Naturaiz Records","170","170 BPM in title","2023-01-18","423","Brazil","Sao Paulo","Naturaiz Records Vol.1","https://naturaizrecords.bandcamp.com/album/natura-z-records-vol-1","https://naturaizrecords.bandcamp.com/track/init-preset-rizomorf-panic-room-170bpm","bc:1798048188","bandcamp_jsonld_missing_track","psycore;darkpsy;experimental;forest;hitech;brazil;bpm_in_title","Init Preset and Rizomorf connect the Naturaiz Brazilian high BPM catalog with psycore, hitech, forest and darkpsy tags.","Use Init Preset & Rizomorf para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://www.instagram.com/naturaiz.records/","https://bandcamp.com/search?q=Init%20Preset%20%26%20Rizomorf;https://soundcloud.com/search?q=Init%20Preset%20%26%20Rizomorf;https://www.youtube.com/results?search_query=Init%20Preset%20%26%20Rizomorf%20psycore;https://www.google.com/search?q=Init%20Preset%20%26%20Rizomorf%20official%20instagram%20soundcloud%20bandcamp","https://naturaizrecords.bandcamp.com;https://www.instagram.com/naturaiz.records/;https://soundcloud.com/naturaizrecords","published","high","V2 imported tracks 3-10 from this album; this V4 adds the two missing openers from the same live Bandcamp source."
"psycore","OROBORO","Mercury","Voodoo Hoodoo Records","190","190 BPM in title/source","2022-02-28","727","Germany","","PRIMA MATERIA","https://voodoo-hoodoo.bandcamp.com/album/prima-materia","https://voodoo-hoodoo.bandcamp.com/track/mercury-190","bc:2258750799","bandcamp_jsonld","psycore;hitech;darkpsy;190bpm_202bpm;voodoo-hoodoo","OROBORO is a Germany-linked psycore and hi-tech project with long-form alchemical concept tracks and 190-202 BPM pressure.","Use OROBORO para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=OROBORO;https://soundcloud.com/search?q=OROBORO;https://www.youtube.com/results?search_query=OROBORO%20psycore;https://www.google.com/search?q=OROBORO%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes OROBORO release date, psycore tags, durations, track ids, and 190-202 BPM titles."
"psycore","OROBORO","Salt","Voodoo Hoodoo Records","198","198 BPM in title/source","2022-02-28","641","Germany","","PRIMA MATERIA","https://voodoo-hoodoo.bandcamp.com/album/prima-materia","https://voodoo-hoodoo.bandcamp.com/track/salt-198","bc:2658691281","bandcamp_jsonld","psycore;hitech;darkpsy;190bpm_202bpm;voodoo-hoodoo","OROBORO is a Germany-linked psycore and hi-tech project with long-form alchemical concept tracks and 190-202 BPM pressure.","Use OROBORO para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=OROBORO;https://soundcloud.com/search?q=OROBORO;https://www.youtube.com/results?search_query=OROBORO%20psycore;https://www.google.com/search?q=OROBORO%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes OROBORO release date, psycore tags, durations, track ids, and 190-202 BPM titles."
