"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","source","source_anchor","source_anchor_url","source_note"
"acid_techno","A&E Dept.","International","","A&E Dept. entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use A&E Dept. como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Ant","International","","Ant entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Ant como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Benji303","International","","Benji303 entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Benji303 como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","DJ Misjah","International","","DJ Misjah entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use DJ Misjah como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","DJ Tim","International","","DJ Tim entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use DJ Tim como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Lawrie Immersion","International","","Lawrie Immersion entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Lawrie Immersion como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Miss Djax","International","","Miss Djax entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Miss Djax como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Mobile Dogwash","International","","Mobile Dogwash entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Mobile Dogwash como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Pounding Grooves","International","","Pounding Grooves entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Pounding Grooves como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Rozzer's Dog","International","","Rozzer's Dog entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Rozzer's Dog como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_expansion_v12_techno_subgenres","303 acid techno and Stay Up Forever lineage","https://www.discogs.com/search/?q=acid%20techno&type=all","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
