"style","artist","song","label","bpm_exact","preview_url","release_date","duration_sec","country","city","artist_bio","artist_genre","artist_profile_hint","source","youtube_track_url","soundcloud_track_url","bandcamp_track_url","bandcamp_track_id"
"psytrance","Astrix","Universo","Universo","","https://cdnt-preview.dzcdn.net/api/1/1/a/6/d/0/a6d43679767f37971f0663dbb2d864a8.mp3?hdnea=exp=1781294787~acl=/api/1/1/a/6/d/0/a6d43679767f37971f0663dbb2d864a8.mp3*~data=user_id=0,application_id=42~hmac=0e80ab8b8b499dc45307fb09194ccda71c33aed09ebc3801479a174e3345107c","2020-09-25","607","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Universo","","",""
"psytrance","Astrix","Deep Jungle Walk","He.art","","https://cdnt-preview.dzcdn.net/api/1/1/f/5/9/0/f59dc028f27e4cdfce597432608b7bfb.mp3?hdnea=exp=1781294787~acl=/api/1/1/f/5/9/0/f59dc028f27e4cdfce597432608b7bfb.mp3*~data=user_id=0,application_id=42~hmac=8fdafd109c92d714a5dba094d9af4c4854319513a52a7457c091f1a35a82b893","2016-03-14","555","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Deep%20Jungle%20Walk","","",""
"psytrance","Astrix","Genetic Lottery","High on Mel","140.1","https://cdnt-preview.dzcdn.net/api/1/1/f/5/9/0/f59ec5991bc4c90f02093d03fda1aad9.mp3?hdnea=exp=1781294787~acl=/api/1/1/f/5/9/0/f59ec5991bc4c90f02093d03fda1aad9.mp3*~data=user_id=0,application_id=42~hmac=c30aeb74fd00f369e34c2ae99adfadea4be2d11d6bcdd2e4ab097dfb5e268a00","2013-04-22","493","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Genetic%20Lottery","","",""
"psytrance","Astrix","Sahara","Psychedelic Selections Vol 003 Compiled by Ritmo","","https://cdnt-preview.dzcdn.net/api/1/1/2/1/7/0/2177bc1d4fe7a3ec10eadd2ec4f3873d.mp3?hdnea=exp=1781294787~acl=/api/1/1/2/1/7/0/2177bc1d4fe7a3ec10eadd2ec4f3873d.mp3*~data=user_id=0,application_id=42~hmac=46e1f6b75fa86abfb133825614cbcc1d2e0a6d04f55fa9d6b9a4e9d7fd493cf6","2018-10-12","528","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Sahara","","",""
"psytrance","Astrix","Monster","Artcore","147.1","https://cdnt-preview.dzcdn.net/api/1/1/0/5/b/0/05beed987f29e054128fbd0da70e6cd8.mp3?hdnea=exp=1781294787~acl=/api/1/1/0/5/b/0/05beed987f29e054128fbd0da70e6cd8.mp3*~data=user_id=0,application_id=42~hmac=acfe4131b35b415ef28bbb30daff67f56b222ea23a80bdf6aca29ab02dc2c3a7","2004-09-01","460","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Monster","","",""
"psytrance","Astrix","Closer to Heaven","Closer to Heaven","144.1","https://cdnt-preview.dzcdn.net/api/1/1/3/4/8/0/34880991c03e863788b8a0df0232bbad.mp3?hdnea=exp=1781294787~acl=/api/1/1/3/4/8/0/34880991c03e863788b8a0df0232bbad.mp3*~data=user_id=0,application_id=42~hmac=b2b2fc64e4730f37029d11445ec6ff20122a1c9c196886ae6a45d1eaa205cb57","2005-02-01","438","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Closer%20to%20Heaven","","",""
"psytrance","Astrix","He.art (Omiki & Terra Remix)","He.art (Omiki & Terra Remix)","","https://cdnt-preview.dzcdn.net/api/1/1/0/2/d/0/02dd9980d319608a61c7c5b5c7e1cdc5.mp3?hdnea=exp=1781294787~acl=/api/1/1/0/2/d/0/02dd9980d319608a61c7c5b5c7e1cdc5.mp3*~data=user_id=0,application_id=42~hmac=be0d430d4b992286507145f80938e4ecbd0b720111db996885d04ea41fdba1c0","2022-11-11","432","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20He.art%20(Omiki%20%26%20Terra%20Remix)","","",""
"psytrance","Astrix","Poison","Artcore","145.1","https://cdnt-preview.dzcdn.net/api/1/1/2/2/f/0/22f701b1b401c6f2fb3f0f6546dd0104.mp3?hdnea=exp=1781294787~acl=/api/1/1/2/2/f/0/22f701b1b401c6f2fb3f0f6546dd0104.mp3*~data=user_id=0,application_id=42~hmac=cbbcdcd22faea44bf88df03a4b5da9f6d574984cf1c8edb246b289044e11e424","2004-09-01","452","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Poison","","",""
"psytrance","Astrix","Seven Gates","Seven Gates","140.15","https://cdnt-preview.dzcdn.net/api/1/1/a/7/d/0/a7d32b8e0020c1cfdd7b8558df47ca39.mp3?hdnea=exp=1781294787~acl=/api/1/1/a/7/d/0/a7d32b8e0020c1cfdd7b8558df47ca39.mp3*~data=user_id=0,application_id=42~hmac=5e301ce46483b92c17b864940533c0c5aa5f799a1d51065f842662bbc0d307f5","2018-07-02","553","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Seven%20Gates","","",""
"psytrance","Astrix","Artcore","Artcore (Hi Profile Remix)","142.07","https://cdnt-preview.dzcdn.net/api/1/1/e/1/c/0/e1cf1b36f7b0bc79001dedae557b2d9c.mp3?hdnea=exp=1781294787~acl=/api/1/1/e/1/c/0/e1cf1b36f7b0bc79001dedae557b2d9c.mp3*~data=user_id=0,application_id=42~hmac=a75f75fd2ee43afc420422088f5db38acf659ed00aa4d89a29aa5fe4504c62d8","2019-03-15","451","International","","Astrix entra na expansao v8 para reforcar pelo menos 50 artistas disponiveis em psytrance, ampliando descoberta dinamica sem inventar faixa.","psytrance","Seed v8 50+ para psytrance; usado como ponto de partida para Deezer, iTunes, SoundCloud, YouTube e Spotify. BPM guia local: 143.","verified_deezer_expansion_v5","https://www.youtube.com/results?search_query=Astrix%20Artcore","","",""
