"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","source","source_anchor","source_anchor_url","source_note"
"dark_experimental","AnkouDead","International","","AnkouDead entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use AnkouDead quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Audiosyntax","International","","Audiosyntax entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Audiosyntax quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Bardo","International","","Bardo entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Bardo quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Enigmachina","International","","Enigmachina entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Enigmachina quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Hans Dunkelkammer","International","","Hans Dunkelkammer entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Hans Dunkelkammer quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Hyperekplexia","International","","Hyperekplexia entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Hyperekplexia quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","IndacoRuna","International","","IndacoRuna entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use IndacoRuna quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Jiazihu","International","","Jiazihu entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Jiazihu quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Mirror Me","International","","Mirror Me entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Mirror Me quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Nala","International","","Nala entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Nala quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Nallun","International","","Nallun entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Nallun quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Necropsycho","International","","Necropsycho entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Necropsycho quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
"dark_experimental","Nyctophungi","International","","Nyctophungi entra na expansao V11 para aprofundar dark experimental psytrance no Sonic Search, com ancora editorial em Naturaiz / Voodoo Hoodoo experimental high-BPM catalog e validacao complementar por busca publica de catalogo.","dark experimental psytrance","Use Nyctophungi quando o usuario pedir dark experimental psytrance; recorte: experimental darkpsy, abstract structure and extreme texture. Fonte de cena: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog.","artist_expansion_v11_psytrance_subgenres_research","Naturaiz / Voodoo Hoodoo experimental high-BPM catalog","https://naturaizrecords.bandcamp.com/music","Curated psytrance subgenre research batch; source anchor: Naturaiz / Voodoo Hoodoo experimental high-BPM catalog."
